2022-01-30 22:07:31.456 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : select next_val as id_val from hibernate_sequence for update
2022-01-30 22:07:31.457 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : update hibernate_sequence set next_val= ? where next_val=?
2022-01-30 22:07:31.462 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : select next_val as id_val from hibernate_sequence for update
2022-01-30 22:07:31.462 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : update hibernate_sequence set next_val= ? where next_val=?
2022-01-30 22:07:31.467 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : select next_val as id_val from hibernate_sequence for update
2022-01-30 22:07:31.468 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : update hibernate_sequence set next_val= ? where next_val=?
2022-01-30 22:07:31.473 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : select next_val as id_val from hibernate_sequence for update
2022-01-30 22:07:31.474 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : update hibernate_sequence set next_val= ? where next_val=?
2022-01-30 22:07:31.479 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : select next_val as id_val from hibernate_sequence for update
2022-01-30 22:07:31.480 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : update hibernate_sequence set next_val= ? where next_val=?
2022-01-30 22:07:31.486 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : select next_val as id_val from hibernate_sequence for update
2022-01-30 22:07:31.487 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : update hibernate_sequence set next_val= ? where next_val=?
2022-01-30 22:07:31.492 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : select next_val as id_val from hibernate_sequence for update
2022-01-30 22:07:31.493 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : update hibernate_sequence set next_val= ? where next_val=?
2022-01-30 22:07:31.499 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : select next_val as id_val from hibernate_sequence for update
2022-01-30 22:07:31.499 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : update hibernate_sequence set next_val= ? where next_val=?
2022-01-30 22:07:31.510 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : select next_val as id_val from hibernate_sequence for update
2022-01-30 22:07:31.511 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : update hibernate_sequence set next_val= ? where next_val=?
2022-01-30 22:07:31.521 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : select next_val as id_val from hibernate_sequence for update
2022-01-30 22:07:31.522 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : update hibernate_sequence set next_val= ? where next_val=?
2022-01-30 22:07:31.529 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : select next_val as id_val from hibernate_sequence for update
2022-01-30 22:07:31.531 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : update hibernate_sequence set next_val= ? where next_val=?
2022-01-30 22:07:31.543 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : select next_val as id_val from hibernate_sequence for update
2022-01-30 22:07:31.544 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : update hibernate_sequence set next_val= ? where next_val=?
2022-01-30 22:07:31.556 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : select next_val as id_val from hibernate_sequence for update
2022-01-30 22:07:31.556 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : update hibernate_sequence set next_val= ? where next_val=?
2022-01-30 22:07:31.564 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : select next_val as id_val from hibernate_sequence for update
2022-01-30 22:07:31.564 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : update hibernate_sequence set next_val= ? where next_val=?
2022-01-30 22:07:31.575 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : select next_val as id_val from hibernate_sequence for update
2022-01-30 22:07:31.576 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : update hibernate_sequence set next_val= ? where next_val=?
2022-01-30 22:07:31.583 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : select next_val as id_val from hibernate_sequence for update
2022-01-30 22:07:31.584 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : update hibernate_sequence set next_val= ? where next_val=?
2022-01-30 22:07:31.595 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : select next_val as id_val from hibernate_sequence for update
2022-01-30 22:07:31.596 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : update hibernate_sequence set next_val= ? where next_val=?
2022-01-30 22:07:31.606 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : select next_val as id_val from hibernate_sequence for update
2022-01-30 22:07:31.607 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : update hibernate_sequence set next_val= ? where next_val=?
2022-01-30 22:07:31.614 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : select next_val as id_val from hibernate_sequence for update
2022-01-30 22:07:31.615 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : update hibernate_sequence set next_val= ? where next_val=?
2022-01-30 22:07:31.624 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : select next_val as id_val from hibernate_sequence for update
2022-01-30 22:07:31.625 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : update hibernate_sequence set next_val= ? where next_val=?
2022-01-30 22:07:31.636 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : select next_val as id_val from hibernate_sequence for update
2022-01-30 22:07:31.637 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : update hibernate_sequence set next_val= ? where next_val=?
2022-01-30 22:07:31.646 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : select next_val as id_val from hibernate_sequence for update
2022-01-30 22:07:31.646 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : update hibernate_sequence set next_val= ? where next_val=?
2022-01-30 22:07:31.655 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : select next_val as id_val from hibernate_sequence for update
2022-01-30 22:07:31.656 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : update hibernate_sequence set next_val= ? where next_val=?
2022-01-30 22:07:31.668 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : select next_val as id_val from hibernate_sequence for update
2022-01-30 22:07:31.668 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : update hibernate_sequence set next_val= ? where next_val=?
2022-01-30 22:07:31.676 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : select next_val as id_val from hibernate_sequence for update
2022-01-30 22:07:31.678 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : update hibernate_sequence set next_val= ? where next_val=?
2022-01-30 22:07:31.686 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : select next_val as id_val from hibernate_sequence for update
2022-01-30 22:07:31.687 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : update hibernate_sequence set next_val= ? where next_val=?
2022-01-30 22:07:31.697 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : select next_val as id_val from hibernate_sequence for update
2022-01-30 22:07:31.699 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : update hibernate_sequence set next_val= ? where next_val=?
2022-01-30 22:07:31.706 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : select next_val as id_val from hibernate_sequence for update
2022-01-30 22:07:31.706 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : update hibernate_sequence set next_val= ? where next_val=?
2022-01-30 22:07:31.713 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : select next_val as id_val from hibernate_sequence for update
2022-01-30 22:07:31.714 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : update hibernate_sequence set next_val= ? where next_val=?
2022-01-30 22:07:31.725 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : select next_val as id_val from hibernate_sequence for update
2022-01-30 22:07:31.726 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : update hibernate_sequence set next_val= ? where next_val=?
2022-01-30 22:07:31.734 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : select next_val as id_val from hibernate_sequence for update
2022-01-30 22:07:31.734 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : update hibernate_sequence set next_val= ? where next_val=?
2022-01-30 22:07:31.746 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : select next_val as id_val from hibernate_sequence for update
2022-01-30 22:07:31.746 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : update hibernate_sequence set next_val= ? where next_val=?
2022-01-30 22:07:31.755 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : select next_val as id_val from hibernate_sequence for update
2022-01-30 22:07:31.755 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : update hibernate_sequence set next_val= ? where next_val=?
2022-01-30 22:07:31.768 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : select next_val as id_val from hibernate_sequence for update
2022-01-30 22:07:31.769 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : update hibernate_sequence set next_val= ? where next_val=?
2022-01-30 22:07:31.779 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : select next_val as id_val from hibernate_sequence for update
2022-01-30 22:07:31.781 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : update hibernate_sequence set next_val= ? where next_val=?
2022-01-30 22:07:31.793 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : select next_val as id_val from hibernate_sequence for update
2022-01-30 22:07:31.794 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : update hibernate_sequence set next_val= ? where next_val=?
2022-01-30 22:07:31.804 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : select next_val as id_val from hibernate_sequence for update
2022-01-30 22:07:31.805 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : update hibernate_sequence set next_val= ? where next_val=?
2022-01-30 22:07:31.814 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : select next_val as id_val from hibernate_sequence for update
2022-01-30 22:07:31.815 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : update hibernate_sequence set next_val= ? where next_val=?
2022-01-30 22:07:31.827 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : select next_val as id_val from hibernate_sequence for update
2022-01-30 22:07:31.828 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : update hibernate_sequence set next_val= ? where next_val=?
2022-01-30 22:07:31.844 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : select next_val as id_val from hibernate_sequence for update
2022-01-30 22:07:31.846 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : update hibernate_sequence set next_val= ? where next_val=?
2022-01-30 22:07:31.858 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : select next_val as id_val from hibernate_sequence for update
2022-01-30 22:07:31.860 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : update hibernate_sequence set next_val= ? where next_val=?
2022-01-30 22:07:31.866 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : select next_val as id_val from hibernate_sequence for update
2022-01-30 22:07:31.867 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : update hibernate_sequence set next_val= ? where next_val=?
2022-01-30 22:07:31.874 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : select next_val as id_val from hibernate_sequence for update
2022-01-30 22:07:31.875 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : update hibernate_sequence set next_val= ? where next_val=?
2022-01-30 22:07:31.883 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : select next_val as id_val from hibernate_sequence for update
2022-01-30 22:07:31.884 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : update hibernate_sequence set next_val= ? where next_val=?
2022-01-30 22:07:31.891 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : select next_val as id_val from hibernate_sequence for update
2022-01-30 22:07:31.892 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : update hibernate_sequence set next_val= ? where next_val=?
2022-01-30 22:07:31.899 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : select next_val as id_val from hibernate_sequence for update
2022-01-30 22:07:31.900 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : update hibernate_sequence set next_val= ? where next_val=?
2022-01-30 22:07:31.908 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : select next_val as id_val from hibernate_sequence for update
2022-01-30 22:07:31.909 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : update hibernate_sequence set next_val= ? where next_val=?
2022-01-30 22:07:31.917 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : select next_val as id_val from hibernate_sequence for update
2022-01-30 22:07:31.918 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : update hibernate_sequence set next_val= ? where next_val=?
2022-01-30 22:07:31.925 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : select next_val as id_val from hibernate_sequence for update
2022-01-30 22:07:31.926 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : update hibernate_sequence set next_val= ? where next_val=?
2022-01-30 22:07:31.934 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : select next_val as id_val from hibernate_sequence for update
2022-01-30 22:07:31.935 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : update hibernate_sequence set next_val= ? where next_val=?
2022-01-30 22:07:31.942 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : select next_val as id_val from hibernate_sequence for update
2022-01-30 22:07:31.943 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : update hibernate_sequence set next_val= ? where next_val=?
2022-01-30 22:07:31.951 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : select next_val as id_val from hibernate_sequence for update
2022-01-30 22:07:31.952 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : update hibernate_sequence set next_val= ? where next_val=?
2022-01-30 22:07:31.959 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : select next_val as id_val from hibernate_sequence for update
2022-01-30 22:07:31.960 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : update hibernate_sequence set next_val= ? where next_val=?
2022-01-30 22:07:31.967 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : select next_val as id_val from hibernate_sequence for update
2022-01-30 22:07:31.967 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : update hibernate_sequence set next_val= ? where next_val=?
2022-01-30 22:07:31.973 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : select next_val as id_val from hibernate_sequence for update
2022-01-30 22:07:31.974 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : update hibernate_sequence set next_val= ? where next_val=?
2022-01-30 22:07:31.980 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : select next_val as id_val from hibernate_sequence for update
2022-01-30 22:07:31.980 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : update hibernate_sequence set next_val= ? where next_val=?
2022-01-30 22:07:31.987 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : select next_val as id_val from hibernate_sequence for update
2022-01-30 22:07:31.987 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : update hibernate_sequence set next_val= ? where next_val=?
2022-01-30 22:07:31.994 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : select next_val as id_val from hibernate_sequence for update
2022-01-30 22:07:31.995 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : update hibernate_sequence set next_val= ? where next_val=?
2022-01-30 22:07:32.001 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : select next_val as id_val from hibernate_sequence for update
2022-01-30 22:07:32.002 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : update hibernate_sequence set next_val= ? where next_val=?
2022-01-30 22:07:32.009 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : select next_val as id_val from hibernate_sequence for update
2022-01-30 22:07:32.010 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : update hibernate_sequence set next_val= ? where next_val=?
2022-01-30 22:07:32.016 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : select next_val as id_val from hibernate_sequence for update
2022-01-30 22:07:32.017 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : update hibernate_sequence set next_val= ? where next_val=?
2022-01-30 22:07:32.022 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : select next_val as id_val from hibernate_sequence for update
2022-01-30 22:07:32.024 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : update hibernate_sequence set next_val= ? where next_val=?
2022-01-30 22:07:32.029 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : select next_val as id_val from hibernate_sequence for update
2022-01-30 22:07:32.029 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : update hibernate_sequence set next_val= ? where next_val=?
2022-01-30 22:07:32.034 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : select next_val as id_val from hibernate_sequence for update
2022-01-30 22:07:32.034 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : update hibernate_sequence set next_val= ? where next_val=?
2022-01-30 22:07:32.040 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : select next_val as id_val from hibernate_sequence for update
2022-01-30 22:07:32.041 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : update hibernate_sequence set next_val= ? where next_val=?
2022-01-30 22:07:32.046 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : select next_val as id_val from hibernate_sequence for update
2022-01-30 22:07:32.046 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : update hibernate_sequence set next_val= ? where next_val=?
2022-01-30 22:07:32.051 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : select next_val as id_val from hibernate_sequence for update
2022-01-30 22:07:32.051 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : update hibernate_sequence set next_val= ? where next_val=?
2022-01-30 22:07:32.057 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : select next_val as id_val from hibernate_sequence for update
2022-01-30 22:07:32.057 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : update hibernate_sequence set next_val= ? where next_val=?
2022-01-30 22:07:32.063 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : select next_val as id_val from hibernate_sequence for update
2022-01-30 22:07:32.064 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : update hibernate_sequence set next_val= ? where next_val=?
2022-01-30 22:07:32.070 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : select next_val as id_val from hibernate_sequence for update
2022-01-30 22:07:32.071 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : update hibernate_sequence set next_val= ? where next_val=?
2022-01-30 22:07:32.078 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : select next_val as id_val from hibernate_sequence for update
2022-01-30 22:07:32.078 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : update hibernate_sequence set next_val= ? where next_val=?
2022-01-30 22:07:32.083 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : select next_val as id_val from hibernate_sequence for update
2022-01-30 22:07:32.084 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : update hibernate_sequence set next_val= ? where next_val=?
2022-01-30 22:07:32.089 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : select next_val as id_val from hibernate_sequence for update
2022-01-30 22:07:32.090 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : update hibernate_sequence set next_val= ? where next_val=?
2022-01-30 22:07:32.095 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : select next_val as id_val from hibernate_sequence for update
2022-01-30 22:07:32.096 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : update hibernate_sequence set next_val= ? where next_val=?
2022-01-30 22:07:32.102 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : select next_val as id_val from hibernate_sequence for update
2022-01-30 22:07:32.103 DEBUG 9320 --- [http-nio-4100-exec-1] org.hibernate.SQL                        : update hibernate_sequence set next_val= ? where next_val=?
